Ticker,Sector,Probability_Top_20,Latest_Date,Return_252d,Volatility_20d,Forward_PE,Revenue_Growth,Earnings_Growth,ROE
SCYX,Healthcare,0.18626654,2026-09-04,-0.23762944719059442,0.03421669257392222,-2.2894168,-0.828,0.18,-0.18375999
CRTO,Communication Services,0.18626618,2026-09-04,-0.24700849886851028,0.028829856226231507,4.808217,-0.113,-0.436,0.09319
LECO,Industrials,0.18625087,2026-09-04,0.14751334459473364,0.0175872249311814,22.087847,0.12,0.125,0.37736
VIASP,Utilities,0.18614629,2026-07-09,0.030525454240224015,0.02284226068888621,11.36425,0.118,0.18,0.12582
RIBBU,Financial Services,0.18611087,2026-09-04,-0.032535900363025894,0.09335754816052307,11.36425,0.091,0.18,0.060510002
WCT,Technology,0.1860318,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,-0.879,0.18,-0.91170996
WVVI,Consumer Defensive,0.1859919,2026-09-04,-0.4954751175155446,0.023286990423786288,11.36425,-0.016,0.18,-0.03313
TSMX,Unknown,0.18590312,2026-09-04,1.5802558849440929,0.03228347229705468,11.36425,0.091,0.18,0.060510002
PLSM,Healthcare,0.185771,2026-09-04,0.030525454240224015,0.024324844059015988,11.36425,0.52,0.18,-0.45208
ONEW,Consumer Cyclical,0.18563202,2026-09-04,-0.22133658950850632,0.028064132593242655,10.275082,-0.04,0.062,-0.35889998
AVGG,Unknown,0.185599,2026-09-04,-0.03144562203030532,0.044732866935919706,11.36425,0.091,0.18,0.060510002
GECC,Financial Services,0.18551698,2026-09-04,-0.3609681296432722,0.019794638458082565,5.9701495,-0.237,-0.545,-0.30589
ACIC,Financial Services,0.18521836,2026-09-04,-0.13016528260890547,0.017181194145580527,8.752294,-0.045,-0.166,0.31653
LMAT,Healthcare,0.18503274,2026-09-04,-0.16053926112280248,0.012635724497447237,25.3779,0.096,0.226,0.16774
ECL,Basic Materials,0.18501987,2026-09-04,0.02661266004772611,0.01115513569718793,29.65461,0.097,0.033,0.21956
MTVA,Healthcare,0.18501556,2026-09-04,-0.7684266292314486,0.030459139610983198,11.36425,0.091,0.18,-1.7567799
TRMB,Technology,0.18497927,2026-09-04,-0.2539204377899966,0.019864432997568304,14.422564,0.11,0.18,-0.01939
COCHW,,0.18496974,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,-0.346,0.18,0.060510002
DAKT,Technology,0.18496487,2026-09-04,0.10951833652081455,0.013396100386898589,13.208191,0.071,0.212,0.16183001
DBGI,Consumer Cyclical,0.1849016,2026-09-04,-0.9896938214687415,0.09339565886926446,11.36425,-0.463,0.18,-11.618979
POLA,Industrials,0.18487947,2026-09-04,-0.5224913684640209,0.03308953162621047,-6.2727275,-0.624,0.18,-2.4502
YUM,Consumer Cyclical,0.1848392,2026-09-04,0.06400801054858674,0.02033690010470876,20.20775,0.122,1.316,0.060510002
CHKP,Technology,0.18483637,2026-09-04,-0.2815956388195039,0.022026594735629398,12.126441,0.013,0.016,0.37639
MCHX,Communication Services,0.18473415,2026-09-04,-0.14285712607891754,0.018076848803353272,10.875,-0.056,0.18,-0.17913
ORGNW,,0.18457663,2026-07-02,0.030525454240224015,0.02284226068888621,11.36425,-0.912,0.18,-1.19578
GGRP,Technology,0.18457067,2026-08-28,0.030525454240224015,0.02284226068888621,11.36425,-0.538,0.18,-1.54411
RENX,Real Estate,0.18455943,2026-09-04,-0.9075471713391008,0.0375342834092024,11.36425,2.034,0.18,-4.44836
PHIO,Healthcare,0.18448141,2026-09-04,-0.4757281199444554,0.03445700002196538,-1.7704918,0.091,0.18,-1.1370701
TW,Financial Services,0.18444318,2026-09-04,-0.1350540438752419,0.01363412273923645,23.100615,0.09,0.197,0.14468999
QTEXW,,0.18441673,2026-07-15,0.030525454240224015,0.02284226068888621,11.36425,0.091,0.18,-3.97893
CRGOW,,0.1843323,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,0.034,0.18,-0.39426
AVNW,Technology,0.18433219,2026-09-04,-0.11814532244650833,0.028399065918686014,6.615385,0.048,0.18,0.00957
NBN,Financial Services,0.18432863,2026-09-04,0.20332859005703052,0.017412320930970553,8.435555,0.113,0.353,0.19574
CRAI,Industrials,0.18431123,2026-09-04,-0.11906695369507925,0.014392219455585097,17.871391,0.128,0.175,0.26025
DRH,Real Estate,0.18406862,2026-09-04,0.4620908775478496,0.01621830198568948,20.474577,0.041,1.444,0.09911
ROC,Unknown,0.1840675,2026-09-04,0.030525454240224015,0.0240087232371198,11.36425,0.091,0.18,0.060510002
AMA,Unknown,0.18402636,2026-09-04,0.030525454240224015,0.059036673469087524,11.36425,0.091,0.18,0.060510002
GT,Consumer Cyclical,0.18398681,2026-09-04,-0.25771972169020085,0.026612064064635163,11.078614,-0.048,0.18,-0.61530995
CENN,Consumer Cyclical,0.18389928,2026-09-04,-0.8630530571219432,0.03698400786080591,11.36425,-0.029,0.18,-1.17962
WSM,Consumer Cyclical,0.18384238,2026-09-04,0.136575545585655,0.013611719044117414,21.629961,0.067,0.42,0.54960996
CING,Healthcare,0.18356685,2026-09-04,0.34564642637596465,0.028471054368440784,-5.7954545,0.091,0.18,-1.9874
RLYB,Healthcare,0.1835537,2026-09-04,2.6102812515225375,0.01258228243234479,-3.134259,0.091,0.18,0.6486
KIDS,Healthcare,0.18347256,2026-09-04,0.08208598928495503,0.02204030451764955,-31.563381,0.154,0.18,-0.11364
PHAT,Healthcare,0.18344568,2026-09-04,-0.20833333333333337,0.03445429594600378,8.560487,0.88,0.18,0.060510002
ADXN,Healthcare,0.18333642,2026-09-04,-0.548825707475439,0.07211315126567144,-73.0,-0.892,0.18,-1.2228
MKTX,Financial Services,0.18330704,2026-09-04,-0.07547576775353138,0.0009421552809049037,18.52902,-0.005,0.01,0.2314
LPCN,Healthcare,0.18316743,2026-09-04,-0.15224914922106836,0.021366670661626574,-1.9758065,-0.695,0.18,-0.60939
CRMG,Unknown,0.18316716,2026-09-04,-0.18218302173466627,0.10587301926548831,11.36425,0.091,0.18,0.060510002
JNJ,Healthcare,0.18316095,2026-09-04,0.5743595871283491,0.013392317572806834,22.362787,0.066,-0.009,0.25742
MET,Financial Services,0.1830521,2026-09-04,0.22821723058770615,0.012962955422329456,8.939086,0.105,0.058,0.13094
MBIO,Healthcare,0.18302406,2026-09-04,-0.6306122637649018,0.021303727928500285,-1.5511429,0.091,0.18,-0.5812
RDGT,Healthcare,0.18302159,2026-09-04,-0.9956973994031866,0.10525577987735003,11.36425,0.214,0.18,-0.035520002
LLYVK,Communication Services,0.18301153,2026-09-04,0.021093407557625676,0.01751920826608866,-29.288462,0.061,0.18,0.060510002
WLDS,Technology,0.18298379,2026-09-04,-0.8134556610970209,0.0685195846979748,11.36425,0.19,0.18,-0.88646007
J,Industrials,0.18297388,2026-09-04,0.028161297015870446,0.01269166024976211,17.705854,0.345,-0.254,0.07998
GITS,Communication Services,0.18294936,2026-09-04,-0.011961654533746202,0.10204944662829968,11.36425,0.091,0.18,-1.0937101
INBS,Healthcare,0.18294843,2026-09-04,-0.8532894705884013,0.0999161746574331,6.371429,0.358,0.18,-3.0769198
HRZN,Financial Services,0.18289007,2026-09-04,-0.14938315668674107,0.02402596324724558,6.5621786,0.021,0.18,0.014450001
NVR,Consumer Cyclical,0.1828114,2026-09-04,-0.25082983373358625,0.013231232163752271,15.302442,-0.109,-0.226,0.31544
KE,Industrials,0.1827859,2026-09-04,-0.15893815543878598,0.029085487230007312,13.696307,-0.023,0.307,0.048410002
ADVB,Healthcare,0.18261436,2026-09-04,0.08546507256684976,0.07950039105406477,11.36425,0.091,0.18,0.71332
HCWB,Healthcare,0.18251103,2026-09-04,-0.8941684670787721,0.08549246080432238,-5.3454547,19.697,0.18,-1.51359
CNEY,Basic Materials,0.18249992,2026-09-04,-0.7563218468922988,0.04035416914596635,11.36425,-0.024,0.18,-0.112040006
NDSN,Industrials,0.18249987,2026-09-04,0.4271075634435444,0.021030613904932206,24.598028,0.103,0.23,0.17763
TROW,Financial Services,0.18247885,2026-09-04,0.0358909758649395,0.009329441795800605,10.6387205,0.107,0.286,0.19399999
BIIB,Healthcare,0.18246014,2026-09-04,0.5780334284581536,0.017377626109648936,13.348275,0.034,-0.848,0.04575
CRACW,,0.18245888,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,0.091,5230.917,0.060510002
CRACR,,0.18245888,2026-09-02,0.030525454240224015,0.02284226068888621,11.36425,0.091,5230.917,0.060510002
CINGW,,0.18244883,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,0.091,0.18,-1.9874
AERT,Industrials,0.18243255,2026-09-04,0.5773285931753624,0.013799955803472715,11.36425,0.43,0.053,0.060510002
ATXG,Industrials,0.18241826,2026-09-04,-0.5493827254974588,0.07119513836567053,11.36425,3.16,0.18,-0.09578
KLAG,Unknown,0.18236616,2026-09-04,0.030525454240224015,0.06102386268195399,11.36425,0.091,0.18,0.060510002
TXMD,Healthcare,0.18225032,2026-09-04,1.0462962503050597,0.027408819105656214,6.3142858,-0.087,-0.806,-0.01084
HIHO,Industrials,0.18225026,2026-09-04,-0.4263038091100718,0.033471512971997415,11.36425,0.292,1.0,-0.2532
CCSI,Technology,0.18224774,2026-09-04,0.32533733905137563,0.03644968327102431,5.7425904,0.042,0.338,12.54762
MNTSW,,0.18224737,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,8.984,0.18,-3.1874702
PAHC,Healthcare,0.18221095,2026-09-04,-0.008814495831775182,0.01932445254183039,9.933929,0.048,0.246,0.29716
VSTL,Unknown,0.18220118,2026-09-04,-0.5991647068164706,0.039344542103479895,11.36425,0.091,0.18,0.060510002
AGEN,Healthcare,0.18211593,2026-09-04,0.9207458844729148,0.04934085090936648,-137.33333,0.344,0.18,0.060510002
MPLT,Healthcare,0.18206722,2026-09-04,0.030525454240224015,0.039616500145404285,-4.1757517,0.091,0.18,-1.1155
GIII,Consumer Cyclical,0.18205887,2026-09-04,0.013898894744686752,0.02945475423427607,11.590545,-0.096,0.84,0.060510002
BNAI,Technology,0.18199243,2026-09-04,2.3134794687226967,0.047238257795778234,-19.574072,31.017,0.18,-0.98108
CRESY,Industrials,0.18197247,2026-09-04,0.3440731932611938,0.021932560543966938,180.14925,0.05,-0.263,0.16041
FFAIW,,0.18196811,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,0.62,0.18,-5.39609
ERNA,Healthcare,0.18195795,2026-09-04,-0.8586885264662445,0.04019276156298539,-0.4489583,0.091,0.18,-3.2072198
III,Technology,0.18187107,2026-09-04,0.02868211215074634,0.015526404449937876,11.795455,0.064,0.716,0.12304
DAAQU,Financial Services,0.18186979,2026-09-04,0.09315584596891302,0.07817710427551876,11.36425,0.091,-0.009,0.060510002
ACON,Healthcare,0.1818677,2026-09-04,-0.6780822132559421,0.046744266380222194,-0.4296161,0.305,0.18,-0.58966
APTV,Consumer Cyclical,0.18184538,2026-09-04,-0.4039775937618958,0.01989302056826511,7.363533,0.023,-0.353,0.05158
EDTK,Consumer Defensive,0.18178128,2026-09-04,-0.10000002384185791,0.04037216192585525,11.36425,-0.984,0.18,-0.82752
BRRR,Unknown,0.1817685,2026-09-04,-0.27480671504679277,0.0289039029795273,11.36425,0.091,0.18,0.060510002
KDP,Consumer Defensive,0.18163793,2026-09-04,0.1516950865051343,0.019481783918410628,12.857639,0.756,-0.9,0.051
IBM,Technology,0.18162228,2026-09-04,-0.025016514944520507,0.01585619395925783,17.845516,0.011,-0.018,0.34460998
GCBC,Financial Services,0.18150772,2026-09-04,0.547325812856778,0.011114505795803946,11.36425,0.198,0.215,0.15878999
LKFN,Financial Services,0.18143871,2026-09-04,-0.06725040733470344,0.009797756732797208,13.436113,0.092,0.087,0.14997
AFYA,Consumer Defensive,0.18136306,2026-09-04,0.03018752535213909,0.017827890024760817,7.3321548,0.057,0.176,0.16683
HLMN,Industrials,0.18135937,2026-09-04,-0.22580647487173944,0.01981533080037686,11.288639,0.098,0.348,0.033859998
GEVG,Unknown,0.18135335,2026-09-04,0.030525454240224015,0.050459915121505425,11.36425,0.091,0.18,0.060510002
EVLVW,,0.18135206,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,0.447,0.18,-0.30164
VINP,Financial Services,0.181341,2026-09-04,0.009504281907586343,0.018140213068674277,8.030924,0.161,-0.32,0.12809
ZM,Technology,0.18129721,2026-09-04,0.22394009796477898,0.031982988218642844,15.989409,0.049,3.423,0.32143003
HAS,Consumer Cyclical,0.18112744,2026-09-04,0.18799856281475158,0.013310582438842339,14.179299,0.162,0.18,1.5956
FFIN,Financial Services,0.18106882,2026-09-04,-0.07987271185632983,0.01003109004421048,15.553487,0.098,0.073,0.14408
BODI,Communication Services,0.18102641,2026-09-04,-0.002604226167828738,0.0919308595847898,-1.1467065,-0.224,0.18,0.43447
GGLL,Unknown,0.18099636,2026-09-04,0.761755564216426,0.02714663919487945,11.36425,0.091,0.18,0.060510002
AUDC,Technology,0.18089744,2026-09-04,0.09830062885514179,0.015148845181409071,15.859375,0.031,0.894,0.04231
LAMR,Real Estate,0.18084052,2026-09-04,0.23698471761188333,0.012578537184860688,23.26543,0.065,0.039,0.59433
CUSD,Unknown,0.18078907,2026-07-13,0.030525454240224015,0.02284226068888621,11.36425,0.091,0.18,0.060510002
KEQU,Consumer Cyclical,0.18069117,2026-09-04,-0.31639251041903715,0.01193515985725851,17.125,-0.075,-0.307,0.14631
GOU,Unknown,0.1806316,2026-09-04,0.030525454240224015,0.02685700199019703,11.36425,0.091,0.18,0.060510002
SRZN,Healthcare,0.18062894,2026-09-04,0.8281124961900903,0.021371629341685024,-5.4363017,4.086,0.18,0.060510002
PH,Industrials,0.1806133,2026-09-04,0.2822407292062088,0.013844721953108081,24.58124,0.098,0.193,0.25076
HOOX,Unknown,0.18059345,2026-09-04,-0.3220321492583257,0.11666512283678705,11.36425,0.091,0.18,0.060510002
ARBEW,,0.180589,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,1.566,0.18,-0.8318
HUMAW,,0.180589,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,0.349,0.18,-5.47872
MNRO,Consumer Cyclical,0.18054901,2026-09-04,-0.17200400511310254,0.0494527981510218,32.57353,-0.046,0.18,0.0136
ETHB,Unknown,0.18054879,2026-09-04,0.030525454240224015,0.036939727673701434,11.36425,0.091,0.18,0.060510002
SLXN,Healthcare,0.18051594,2026-09-04,-0.9949714285986764,0.1417442845539287,-0.5496875,0.091,0.18,0.060510002
HERE,Consumer Cyclical,0.1804684,2026-09-04,-0.7569974638451578,0.012758707151920354,9.68611,-0.711,0.18,0.02429
PCTTW,,0.1802469,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,1.735,0.18,-0.61555
BFRIW,,0.18015476,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,0.329,0.18,-9.88354
BALL,Consumer Cyclical,0.18013261,2026-09-04,0.2603267024739162,0.009335215443562668,13.856552,0.197,0.092,0.17151
WETO,Technology,0.18005699,2026-09-04,-0.9890557941960675,0.5900399451882726,11.36425,-0.45,0.18,-0.60516
FBYDW,,0.18004155,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,1.204,0.18,-0.3182
SATLW,,0.17994139,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,2.585,0.18,0.060510002
VEEAW,,0.17994139,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,1.416,0.18,0.060510002
HOOG,Unknown,0.17987013,2026-09-04,-0.30347889711549403,0.11658744979644763,11.36425,0.091,0.18,0.060510002
DXR,Healthcare,0.17985094,2026-09-04,-0.09355688200178347,0.02855705555425733,11.36425,-0.826,3.293,0.22453
PSWD,Unknown,0.17980327,2026-09-04,0.27221571207679585,0.025931300795752264,11.36425,0.091,0.18,0.060510002
BPOP,Financial Services,0.17975582,2026-09-04,0.3799840254305018,0.009827204494885833,9.879096,0.076,0.409,0.15647
WAFU,Consumer Defensive,0.17973827,2026-09-04,-0.07921461336399904,0.054824897315572094,11.36425,-0.027,0.18,-0.08067001
FXNC,Financial Services,0.17973113,2026-09-04,0.3854982269721512,0.014635494767192258,12.279809,0.1,0.125,0.11813
BON,Basic Materials,0.17953478,2026-09-04,-0.2368421176463945,0.034417063059548746,2.0,0.091,0.18,-0.04005
CRNC,Technology,0.17951755,2026-09-04,-0.14700002670288081,0.033108857856678615,10.866241,0.118,0.18,-0.09561
LABT,Healthcare,0.17946644,2026-09-04,0.030525454240224015,0.0790643048790342,11.36425,0.091,0.18,-4.02835
GLWG,Unknown,0.17939995,2026-09-04,0.030525454240224015,0.07503730157680953,11.36425,0.091,0.18,0.060510002
WGSWW,,0.17938413,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,0.174,0.18,-0.30422002
BMNG,Unknown,0.17937724,2026-09-04,0.030525454240224015,0.1143762024693273,11.36425,0.091,0.18,0.060510002
LCFY,Communication Services,0.17936979,2026-09-04,-0.528517814743841,0.044220226237731385,11.36425,0.47,0.18,-0.69513
ACONW,,0.17936282,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,0.305,0.18,-0.58966
EVGOW,,0.17935927,2026-07-01,0.030525454240224015,0.02284226068888621,11.36425,0.455,0.18,-0.27385
PMAX,Financial Services,0.17932974,2026-09-04,-0.9628017264094278,0.06165304306431209,11.36425,0.727,0.18,-1.01762
ATLO,Financial Services,0.17930132,2026-09-04,0.6696266191534999,0.010620950096712503,11.503546,0.18,0.321,0.11309
TECH,Healthcare,0.17925657,2026-09-04,0.37642286595298224,0.0018377514661635952,31.404873,0.013,0.18,0.09032
PKG,Consumer Cyclical,0.17925264,2026-09-04,0.12176162943421454,0.012368657069483814,18.339737,0.147,-0.195,0.14887
LOBO,Consumer Cyclical,0.17923096,2026-09-04,0.09677418989994213,0.03593530466614948,2.889,0.229,0.18,-0.67162
WBD,Communication Services,0.17922363,2026-09-04,1.400169830186019,0.008545881316772986,403.57144,-0.112,-0.906,-0.08786
ACGCW,,0.17922072,2026-09-04,0.030525454240224015,0.02064756411963121,11.36425,0.091,0.18,0.060510002
SNFCA,Financial Services,0.17917565,2026-09-04,0.13009532654029066,0.021789349937788038,11.36425,-0.063,0.065,0.08467
MAR,Consumer Cyclical,0.17911917,2026-09-04,0.2620872059777559,0.010977326204343173,25.591341,0.111,0.043,0.060510002
CIIT,Industrials,0.17908728,2026-09-04,-0.9322487177575395,0.03383436425187587,11.36425,1.213,0.18,-0.58917
ASMU,Unknown,0.17903948,2026-09-04,0.030525454240224015,0.04184406585882227,11.36425,0.091,0.18,0.060510002
AIIOW,,0.17903593,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,95.278,0.18,-15.52442
DRI,Consumer Cyclical,0.17901152,2026-09-04,0.06455718273705635,0.019534018065833225,17.50571,0.137,0.36,0.53718
BANF,Financial Services,0.17898187,2026-09-04,-0.15839992264662306,0.011657106116130881,14.374794,0.087,0.059,0.13668
APLMW,Unknown,0.17884688,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,0.091,0.18,0.060510002
SHBI,Financial Services,0.17872038,2026-09-04,0.40291437437102595,0.010774273199692328,10.409692,0.106,0.217,0.11206
ONMDW,,0.17871861,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,0.884,0.18,0.060510002
SRZNW,,0.17871861,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,4.086,0.18,0.060510002
GRAG,Unknown,0.1787166,2026-09-04,0.030525454240224015,0.04100142443309866,11.36425,0.091,0.18,0.060510002
VSOL,Unknown,0.178602,2026-09-04,0.030525454240224015,0.04326481476617826,11.36425,0.091,0.18,0.060510002
LIMN,Healthcare,0.17847392,2026-09-04,-0.9737809184583253,0.10877377829178929,11.36425,0.091,0.18,0.060510002
UTHR,Healthcare,0.17846604,2026-09-04,0.28159903221570826,0.01708823714082475,16.23531,-0.019,0.134,0.19315
TOIIW,,0.17845124,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,0.412,0.18,0.060510002
BBCQU,Financial Services,0.17838147,2026-08-27,0.030525454240224015,0.029757358909133898,11.36425,0.091,0.18,0.060510002
ALRS,Financial Services,0.17832781,2026-09-04,0.5344513530794452,0.009950754485982203,11.98227,0.072,0.038,0.049640004
KMI,Energy,0.17832534,2026-09-04,0.2228487593791777,0.0159339277019177,20.436056,0.108,0.212,0.109910004
EUDAW,,0.1782879,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,0.789,0.18,0.060510002
RDZNW,,0.1782879,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,0.49,0.18,0.060510002
USGO,Basic Materials,0.17827454,2026-09-04,-0.07346492156812923,0.031195258581737873,11.36425,0.091,0.18,-1.7721499
UFPI,Basic Materials,0.17825484,2026-09-04,-0.16464560115942062,0.01762547993065795,15.258589,0.026,-0.13,0.0802
INGN,Healthcare,0.17822479,2026-09-04,-0.3325122964677524,0.011304660111023053,-33.875,0.03,0.18,-0.1314
XBPEW,,0.17821904,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,0.047,0.18,119.384766
IMCR,Healthcare,0.17818221,2026-09-04,0.024673930459342186,0.01692275075944466,-48.108547,0.183,0.18,-0.04472
HUBCZ,,0.17806499,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,0.195,0.18,0.060510002
ARLP,Energy,0.17797647,2026-09-04,0.2816867237189591,0.010038168926030391,9.099656,0.007,0.341,0.15168999
V,Financial Services,0.17796822,2026-09-04,0.07715222838095892,0.012157168068996325,24.997501,0.144,0.102,0.6119
NTWK,Technology,0.17796323,2026-09-04,0.014925358971198843,0.011966977619970448,10.736842,0.13,-0.083,0.11457
FOFO,Industrials,0.17795856,2026-09-04,0.030525454240224015,0.04494102667300714,11.36425,-0.727,0.18,-1.69225
FVCB,Financial Services,0.17789648,2026-09-04,0.4074361726376201,0.010396667773657515,11.627329,0.264,0.452,0.10135999
ASBP,Healthcare,0.17788911,2026-09-04,-0.5931192570649333,0.037759858574216244,11.36425,0.091,0.18,-10.32142
SUPN,Healthcare,0.17788714,2026-09-04,-0.04182261750199556,0.014735405209216052,9.760089,0.324,0.18,-0.104899995
GCMG,Financial Services,0.17784412,2026-09-04,0.08740831300620333,0.013648077314718041,12.287037,0.118,1.363,3.0039098
ASPSZ,,0.17779838,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,0.17,0.18,0.060510002
ASPSW,,0.17779838,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,0.17,0.18,0.060510002
AMCX,Communication Services,0.1777384,2026-09-04,0.6956520809568412,0.018861412249062504,4.509713,-0.088,0.18,-0.00995
TBPH,Healthcare,0.177691,2026-09-04,0.21565834105605886,0.0016327068778431244,13.396079,-0.209,0.18,0.20914
METU,Unknown,0.17758606,2026-09-04,-0.4754250705703277,0.040864369419894464,11.36425,0.091,0.18,0.060510002
HPAIW,,0.17758259,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,0.077,0.18,-0.05212
LFWD,Healthcare,0.17744584,2026-09-04,0.04428485983527297,0.023337771342356258,-8.116279,0.157,0.18,-2.25646
BWFG,Financial Services,0.17744553,2026-09-04,0.6042739023714914,0.010156167392777003,11.389853,0.197,0.333,0.14130001
ICUI,Healthcare,0.17743297,2026-09-04,0.3339171017652427,0.012757102817146568,17.372555,0.005,-0.469,0.014099999
WSBF,Financial Services,0.17737631,2026-09-04,0.5033746614379058,0.00903124348882483,21.30198,0.052,0.141,0.08691
XFOR,Healthcare,0.17737126,2026-09-04,0.10989006742333118,0.024623014237578504,-5.350993,3.463,0.18,-1.13079
JL,Consumer Cyclical,0.17736594,2026-09-04,-0.15871638907960994,0.03258734152962401,11.36425,-0.026,0.18,0.17668
DD,Basic Materials,0.17729333,2026-09-04,0.38272938706522663,0.013046498625835068,16.521526,0.04,1.496,0.01792
ULH,Industrials,0.17725503,2026-09-04,-0.22451099300911725,0.025361101481980987,16.530436,-0.037,2.135,-0.1507
CHR,Communication Services,0.17723238,2026-09-04,-0.9825490198883355,0.02886618003457556,11.36425,-0.147,-0.951,0.07288
COOTW,,0.17719077,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,0.098,0.18,-1.36388
RNAZ,Healthcare,0.17710151,2026-09-04,-0.8038095292590913,0.041583498072739616,-3.4333332,0.091,0.18,-0.59284
SIBN,Healthcare,0.17704253,2026-09-04,0.13149844454847703,0.01713334993579879,-55.919956,0.152,0.18,-0.08297
OPTH,Healthcare,0.17702736,2026-09-04,0.030525454240224015,0.020907527907391206,11.36425,-0.286,0.18,-0.54362
CIBR,Unknown,0.17699644,2026-09-04,0.31442030853112124,0.026190392896898115,11.36425,0.091,0.18,0.060510002
WB,Communication Services,0.17699052,2026-09-04,-0.37665961094825284,0.012390891092798529,5.234827,0.02,-0.458,0.08517
SNTG,Financial Services,0.1768924,2026-09-04,-0.25438593464214676,0.03737214651091059,11.36425,-0.359,0.18,-0.25154
RZLVW,,0.1768727,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,19.704,0.18,-0.94365
STRT,Consumer Cyclical,0.17678873,2026-09-04,0.11218644409138712,0.037719823354310636,13.166665,-0.001,-0.524,0.08448
FNRN,Financial Services,0.17675976,2026-09-04,0.5181251238659097,0.01634971706261469,11.36425,-0.017,-0.121,0.10982
EXE,Energy,0.17673032,2026-09-04,0.03576375476568394,0.01569774850803073,11.240792,-0.106,-0.455,0.14893
LEXX,Healthcare,0.17669854,2026-09-04,-0.022452556433470328,0.09742409404471045,-36.28205,0.091,0.18,-1.62772
LVS,Consumer Cyclical,0.17667557,2026-09-04,-0.1774439604907051,0.016954334613600224,12.601963,-0.007,-0.198,1.22869
TNMG,Communication Services,0.1766451,2026-09-04,0.030525454240224015,0.02284226068888621,-3.1242857,0.057,0.18,-1.64594
BOXL,Technology,0.1765783,2026-09-04,-0.9010721244845495,0.3928327770842382,-0.06753162,-0.16,0.18,-6.77219
NTWO,Financial Services,0.17643519,2026-09-04,0.055394971380123836,0.022507131631238155,11.36425,0.091,-0.815,0.060510002
GRRRW,,0.17629008,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,1.38,0.18,-0.36923
MNDO,Technology,0.17619324,2026-09-04,-0.14406776664517873,0.01895029138492428,11.36425,-0.03,0.923,0.14385
FBL,Unknown,0.17611717,2026-09-04,-0.46910984502066455,0.04083347709671516,11.36425,0.091,0.18,0.060510002
GNLN,Consumer Defensive,0.17608096,2026-09-04,-0.8939393942130608,0.131812709900942,-0.50816697,-0.896,0.18,-5.35086
CTSO,Healthcare,0.17603897,2026-09-04,0.030525454240224015,0.02284226068888621,11.36425,0.002,0.18,-3.36207
AERTW,,0.17590827,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,0.43,0.053,0.060510002
VHC,Technology,0.17584217,2026-09-04,-0.4025641221266526,0.04416770137469423,11.36425,0.091,0.18,-0.82126
MOVE,Technology,0.17581213,2026-09-04,0.8534185062686841,0.08086990809826056,-4.9797297,35.903,0.18,0.060510002
UK,Real Estate,0.1757899,2026-09-04,-0.8184684652562711,0.04039624545121838,11.36425,0.091,0.18,-0.26108
MGX,Healthcare,0.17572637,2026-09-04,-0.3426966427582834,0.013880286098767345,-0.63760215,0.091,0.18,-0.60611
TCAN,Unknown,0.17564823,2026-09-04,0.030525454240224015,0.062060439439294235,11.36425,0.091,0.18,0.060510002
SOLV,Healthcare,0.1755693,2026-09-04,0.2667864868850407,0.011852539871117002,12.693048,0.022,0.039,0.33960998
MTEKW,,0.1755581,2026-07-17,0.030525454240224015,0.02284226068888621,11.36425,1.938,0.18,-1.744
SFHG,Industrials,0.17539151,2026-09-04,-0.4403183273817226,0.04303567027804986,11.36425,0.225,0.18,-0.31951
NEWT,Financial Services,0.17525724,2026-09-04,0.07392517414472133,0.018493188498807493,5.6998854,0.147,-0.096,0.18043
